"OrganizationCode","CategoryCode","AgeCategoryCode","RankingCategoryCode","TYPE","W","F","SF","QF","R16","R32","R64","R128","R256","Qual","QER","QR4","QR3","QR2","QR1","G4L","G3L","G2L","GL"
"WTT","YOU","U19","WS","YIES","130","90","45","25","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XD","COC","650","455","230","115","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XD","WCC","650","455","230","115","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XD","WCDQF","1000","400","160","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XD","WCDR128","1000","750","565","420","315","235","180","14","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XD","WCDR16","1000","500","250","125","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XD","WCDR32","1000","600","360","215","130","14","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XD","WCDR64","1000","700","490","345","240","170","14","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XD","WCDSF","1000","300","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XD","WSC","2250","1575","945","565","340","40","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XD","WYC","4000","2800","1540","845","465","35","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XDI","COC","650","455","230","115","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XDI","WCC","650","455","230","115","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XDI","WCDQF","1000","400","160","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XDI","WCDR128","1000","750","565","420","315","235","180","14","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XDI","WCDR16","1000","500","250","125","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XDI","WCDR32","1000","600","360","215","130","14","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XDI","WCDR64","1000","700","490","345","240","170","14","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XDI","WCDSF","1000","300","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XDI","WSC","2250","1575","945","565","340","40","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WTT","YOU","U19","XDI","WYC","4000","2800","1540","845","465","35","0","0","0","0","0","0","0","0","0","0","0","0","0"
